Title,ingredients_list,category
Nasi Goreng Udang Mantapp,"['secukupnya udang kupas', 'secukupnya nasi', 'secukupnya cabe merah, rawit', 'minyak goreng untk menumis', 'secukupnya garam', 'secukupnya gula']",udang
Tumis udang kangkung,"['udang', 'cabe merah', 'cabe rawit', 'bawang merah', 'bawang putih', 'garam / penyedap rasa']",udang
Sup Jagung Udang (Shrimp Corn Soup),"['/2 kg udang', '+ 1 sachet kaldu ayam', 'larutan maizena']",udang
Pare goreng telur udang,"['pare', 'telur', 'udang', 'minyak', 'bumbunya :', 'bawang merah', 'bawang putih', 'cabe', 'tomat', 'terasi sedikit aja', 'penyedap rasa', 'garam']",udang
Homemade Soury Shrimp Pasta,"['-20 ekor udang', '/2 bungkus pasta la fonte', 'secukupnya garam, gula, red pepper powder, lada bubuk', ', iris', 'secukupnya olive oil', 'secukupnya perasan jeruk lemon', 'secukupnya daun peterseli']",udang
Bakwan Sayur Udang,"['-4 ekor udang, buang kepala, kupas badan, bersihkan, cincang', ', potong korek api tipis', ', iris tipis', ', iris', ', iris', 'secukupnya air', 'minyak untuk menggoreng', 'bumbu halus :', 'secukupnya garam', 'secukupnya merica bubuk', 'kaldu bubuk']",udang
Udang Balado Simpel,"['/4 kg cabe merah', 'air putih/air kaldu', 'garam', 'gula', 'minyak goreng untuk menggoreng', 'minyak goreng untuk menumis']",udang
Kerupuk nasi+ udang,"['secukupnya air', '/2 sdt baking powder', 'garam', 'penyedap rasa', 'tepung kanji secukupnya', 'bumbu :', ', blender kasar', ', blender kasar']",udang
Udang Goreng Crispy,['pelengkap: mayonaise'],udang
Udang asam manis,"['/2 kg udang', 'cabai', '/2 sdt gula', 'penyedap rasa']",udang
Udang Tahubun (Untuk Bekal Anak),"['buncis', '-6 siung bawang merah', 'cabe merah dan rawit', 'garam, gula, saus tiram, penyedap']",udang
Sempol Mini Ayam Udang,"['+ udang giling', 'bumbu halus :', 'secukupnya garam']",udang
Sambal Udang Petai,"['/2 kg udang', '/2 bombay iris tipis', 'secukupnya gula pasir, garam, air, minyak', 'bumbu halus:', '/2 bawang bombay']",udang
Bakso Udang cepat kilat,"['/2 sdt garam', 'sedikit penyedap rasa', 'air es']",udang
Balado udang pete,"['/4 udang', 'bumbu halus', 'gula merah', 'minyak untuk menumis']",udang
Tumis/oseng² buncis wortel dg udang+bakso,"['/4 kg udang tambak,kupas', 'bumbu :', ',blh tmbh', 'seruas laos', 'sejumput garam + gula', 'secukupnya kaldu bubuk']",udang
Sambal goreng udang,"['/4 udang ukuran sedang', '/2 kg kentang bersihkan kupas potong kecil2', 'pete', 'secukupnya minyak goreng', 'secukupnya air putih', 'bumbu halus', 'secukupnya garam', 'secukupnya gula']",udang
Mie goreng udang polos tanpa sayur,"[', bersihkan, buang kulitnya dan cincang kasar', 'secukupnya garam dan kaldu bubuk', 'secukupnya kecap', 'sedikit minyak untuk menumis', 'sedikit air']",udang
Minyak udang,['secukupnya minyak goreng'],udang
Balado Udang & Kentang,"['/4 udang buang kepalanya', '/4 kentang potong dadu, goreng', 'bumbu halus', '/2 terasi goreng', 'daun salam', 'garam', 'royco', 'saos sambal', 'minyak wijen']",udang
Tumis Udang pete,"['/2 kg udang', 'bumbu :', 'secukupnya garam dan gula']",udang
Nugget Udang Tahu (Nugget UHu),"[', dibersihkan dari kulit dan kotoran', '-3 potong tahu', 'bawang putih', 'gula, garam, lada bubuk', 'secukupnya bawang merah', 'secukupnya tepung panir / tepung roti', ', dipotong dadu atau sesuai selera', 'secukupnya seledri dan daun bawang, cincang', 'minyak goreng']",udang
Udang saus,['secukupnya kecap dan saous sambal abc'],udang
Balado udang pete,"[',25 gram udang', 'minyak goreng untuk menumis', 'secukupnya daun jeruk dan lengkuas']",udang
Udang saus tiram,"['/4 udang', 'minyak goreng', 'bawang bombay', 'saori saus tiram', 'secukupnya air']",udang
Nasi Bakar isi Udang Sambal Balado,"['-350 gr nasi putih', 'secukupnya gula garam', 'secukupnya minyak', 'secukupnya daun pisang', 'bumbu yang dihaluskan']",udang
Kol Udang tahu tempe,"['udang', 'kubis putih / kol', 'tahu', 'tempe', 'bumbu :', 'secukupnya gula, garam', 'bumbu penyedap rasa masako']",udang
Cah Buncis Udang,"[',potong serong', ',siangi', ',potong serong', ',iris tipis', ',iris tipis', 'secukupnya garam dan gula pasir']",udang
Udang Goreng Tepung,"['/2 kg udang segar', 'secukupnya lemon/jeruk nipis', 'secukupnya merica putih bubuk', 'sasa tepung bumbu serbaguna', 'tepung roti mama suka', 'bumbu marinasi:']",udang
Pare Udang Masak Taoco ala dapur ku,"['udang', 'secukupnya santan', 'gula dan garam', '/ iris', 'cabe rawit', 'sedikit minyak untuk menumis']",udang
Pepes Tahu Udang Kemangi + pare,"['/4 kg udang ukuran sedang. buang kepala dan ekor, potong2', 'secukupnya kemangi', '. buang isi dan potong 8 bagian', 'daun pisang', 'bumbu halus :', '/2 ons cabe rawit hijau', '/2 ons cabe merah keriting', 'secukupnya garam dan gula putih', 'kaldu jamur secukupnya']",udang
Pepes Tahu & Udang,"['-7 kotak tahu kuning', '(buang kepala & ekornya agar tdk nusuk', '/2 butir jeruk nipis', 'bumbu :', '-6 siung bawang merah', '/2 sdt garam', '/2 sdt gula', '/4 sdt kunyit bubuk', '/4 sdt jahe bubuk']",udang
Udang asam manis,"['udang', 'wortel', 'bawang bombay', 'tomat', 'tepung maizena', 'blueband', 'kecap manis', 'saus tomat', 'saus cabai', 'kecap inggris', 'garam', 'lada', 'royco']",udang
Tumis Udang Sederhana,"['/4 kg udang', 'sejumput garam']",udang
Sambel goreng kentang pete udang krupuk kulit,"['/4 udang', 'kg kentang stengah', 'krupuk kulit', '/blender', '/blender', '/blender', '/blender', '/blender', '/blender', '/geprek']",udang
Udang kecap mentega,"['/4 kg udang', 'bumbu :', 'secukupnya laos', 'secukupnya jahe', '/2 sdm margarin', 'secukupnya minyak goreng', 'sejumput garam', 'sejumput gulapasir', 'secukupnya kecap manis']",udang
Tumis udang bumbu saus tiram,"['bawang merah iris2', 'bawang putih iris2', 'cabai merah iris2', 'jahe', 'saus tiram', 'garam', 'masako rasa ayam', 'wortel', 'buncis']",udang
Sambal udang tahu petai,"['lengkuas geprek', 'bumbu yang dihaluskan', '/2 sendok teh terasi', 'secukupnya minyak goreng', 'secukupnya air', 'secukupnya garam, gula dan penyedap jika suka']",udang
Udang Pete Balado ala Ugrdkitchen,['udang seger'],udang
Oseng Udang,"['/2 ruas jari kunyit', 'secukupnya gula', 'minyak goreng', 'secukupnya bawang putih', 'secukupnya bawang merah', 'secukupnya ale', 'secukupnya cabe hijau', 'secukupnya daun bawang']",udang
Udang Lada hitam,"['/2 kg udang berukuran sedang/ besar', 'daun sop/bawang', 'garam,secukupnya', 'gula pasir,secukupnya', 'air', 'minyak goreng,secukupnya', 'secukupnya lada bubuk']",udang
Udang Goreng Polos,"['/2 kg udang, bersihkan tanpa membuang kepala dan kulitnya', ', cincang halus', '/2 sdt lada bubuk']",udang
Sop bola2 udang dengan kaldu udang,"['kaldu:', 'kulit dan kepala udang', 'bola2 udang:', '/2 sdt bawang putih halus', 'secukupnya garam dan merica', 'bahan sop:', ',5 ons buncis potong sesuai selera', 'secukupnya garam dan merica', 'secukupnya daun bawang dan daun sop']",udang
Udang saus lada hitam,"['/margarin', 'secukupnya garam, pasir,kaldu bubuk']",udang
Sambal goreng kentang udang pete,"['/4 udang basah', 'bumbu', ', garam, gula, penyedap secukupnya,', ', 3 lembar daun jeruk, 2 batang serai,', 'jahe geprek, laos geprek']",udang
Chesse spaghetti aglio olio with prawn,"['-10 pcs udang windu', '/margarin', 'secukupnya garam, gula pasir juga kaldu bubuk', '/2 sdt merica', 'sejumput italian herbs', 'secukupnya bumbu tabur rasa keju', 'sedikit air', 'garnish', 'taburan parsley & oregano']",udang
Pempek Dos dengan kaldu udang (gurih lembut) 😍😋,"['bahan untuk biang :', 'secukupnya garam gula', 'kaldu bubuk', 'bahan adonan pempek :']",udang
Sambal goreng udang,"['/2 kg udang', '/2 buah tomat', 'secukupnya garam', 'secukupnya gula merah', 'secukupnya penyedap rasa', '/2 buah jeruk nipis']",udang
Balado Udang Pete,"['/2 kg udang', '/2 sdt merica bubuk']",udang
Udang tepung Sederhana,"['/2 kg udang', '/4 kg tepung biasa', 'secukupnya garam']",udang
Garang Asem Udang,"[', pilih yang besar. cuci dan gunting sungutnya', ', memarkan', ', potong besar', '-3 buah tomat hijau, potong tebal 1 cm', 'optional: 5 mata asam jawa, bakar', ', iris tipis', 'secukupnya garam', ', ambil airnya', 'minyak goreng secukupnya', 'bumbu yang dihaluskan:', ', bisa ditambah atau dikurangi', '/2 sdt merica putih butiran', 'sejari kelingking kunyit, bakar']",udang
Somay ayam udang empuk,"['/2 sdm bawang putih halus', '/2 sdm minyak wijen', ', parut kasar, tiriskan']",udang
Cap Jay Udang,"['secukupnya kapri', 'secukupnya gubis', 'saos tomat belibis', 'secukupnya garam']",udang
Shrimp Chilli Sauce,"['jahe', 'daun bawang', 'saus sambal 1 x sendok makan', 'saus tomat 3 x sendok makan']",udang
Udang cabe bawang,"['secukupnya udang', 'cabe cengek sesuai selera iris lurus aja', 'cabe merah keriting sesuai selera iris lurus', '/2 bks terasi abc', 'gula', 'garam', 'minyak']",udang
Capcay Udang,"['sayur-sayuran untuk capcay  bisa di sesuaikan', 'secukupnya kecap asin', 'secukupnya garam', 'secukupnya gula', 'secukupnya minyak']",udang
Udang telur balado,"['/4 udang', 'bahan ulek :', 'secukupnya kemiri', 'secukupnya garam', 'secukupnya gula', 'secukupnya merica', 'secukupnya jahe', 'secukupnya lengkuas']",udang
Peyek udang renyah,"[', buang kepala, cuci bersih', 'bumbu halus:', 'secukupnya garam, penyedap', 'secukupnya air']",udang
Gulai Udang Kol Kacang Panjang Labu pedas gurih,"['/4 udang lumayan besar', '/2 buah kol', '/2 buah labu', '/2 butir santan', 'bumbu yang dihaluskan :']",udang
Udang Saus Mentega,"['/2 kg udang', 'sesuai selera cabai', 'sedikit air  aja', 'mentega untuk menumis', 'daun bawang']",udang
Perkedel jagung cheddar (spesial udang dan lembut),"[', serut', ', cincang halus', ', parut', '/2 sdt baking powder', 'secukupnya garam dan kaldu bubuk', 'secukupnya seledri, daun kucai, dan daun bawang , rajang halus', 'minyak utk menggoreng']",udang
Nasi goreng udang,"[', cincang kasar', ', potong menjadi 4 bagian', ', bersihkan', 'secukupnya sawi hijau, potong2', '/4 sdm kaldu ayam instan', '/ kecap maggi', 'secukupnya minyak goreng']",udang
Terung udang pedas,"['/udel', 'secukupnya garam', 'secukupnya gula', 'secukupnya minyak goreng', 'secukupnya air']",udang
Tumis udang brokoli minimalis,"['-2 siung bawang putih', '/4 sdt garam', '/4 sdt merica', 'secukupnya saus teriyaki', 'secukupnya kecap manis', 'brokoli', 'udang kupas', 'minyak goreng']",udang
Pelas udang,"['secukupnya daun salam', 'secukupnya garam dan gula', 'daun pisang dan tusuk gigi untuk membungkus']",udang
Tumis buncis wortel udang,"['/4 gr udang', 'segenggam buncis', 'secukupnya masako ayam', 'secukupnya garam', 'sedikit gula']",udang
Udang Saus Asam Manis,"['secukupnya bawang bombay', 'secukupnya cabe merah', 'secukupnya garam', 'secukupnya gula', 'secukupnya penyedap rasa', 'secukupnya air']",udang
Batagor Udang,"['/kanji', 'daun bawang iris halus', 'lada', 'garam', 'kaldu sapi/ayam', 'sambal kacang instan', 'kecap', 'saos']",udang
Kwetiau Goreng Udang ala Bunda Les,"[',geprek lalu cincang kasar', ',kocok lepas', ',potong korek api', 'kol,iris halus', 'secukupnya kecap', 'minyak goreng untuk menumis', 'sedikit lada halus', 'sedikit air']",udang
Peyek udang,"['/4 kg udang', '/4 kg tepung beras', 'secukupnya air santan', 'bumbu halus:', 'secukupnya garam,penyedap rasa', 'minyak tuk menggoreng']",udang
Sambal goreng udang pedas manis,"['secukupnya jeruk nipis', 'garam', '#bumbu halus', 'secukupnya saus tomat', 'secukupnya saos sambal', 'lada bubuk', 'secukupnya cuka']",udang
Tumis bayam udang,"[',buang kepala', 'gula garam', 'secukupnya air']",udang
Udang Saos Tomat NC,"['/2 kg udang ukuran sedang', 'saos tomat secupnya', 'minyak untuk menumis', 'secukupnya air']",udang
Tumis Mercon Udang Terasi,"[', cincang', 'terasi agak banyak', 'secuil garam', 'secuil gula pasir']",udang
Gimbal/Bakwan Udang,"['secukupnya air', '/4 sdt gula pasir', 'secukupnya udang', 'secukupnya cuka masak', 'minyak u/ menggoreng', 'haluskan:', 'pelengkap: cabai rawit']",udang
Udang Asam Manis,"['/2 bh jeruk nipis', '/2 sdr gula', 'secukupnya garam n merica']",udang
Bihun Udang,"['/2 kg telor puyuh', '/2 udang', 'secukupnya buncis', 'cabe rawit', 'garam', 'bumbu penyedap']",udang
Udang goreng tepung,"['/4 udang', 'minyak goreng', '/4 udang', 'minyak goreng']",udang
Udang Balado Tahu Petai,"['secukupnya minyak dan air', 'saos tiram secukupnya', 'bumbu halus :', 'secukupnya garam, gula, lada bubuk, bumbu penyedap']",udang
Udang+Tahu Asam Manis,"['/2 bawang bombay', 'secukupnya kecap manis', 'secukupnya kaldu', 'secukupnya air']",udang
Udang masak suka2 gw,"['/2 kg udang bersihkan', 'iris serong', '/belis iris serong', '/2 bh jeruk nipis', 'secukupnya gula dan garam', 'secukupnya royco', 'secukupnya merica', '/2 gelas air', '+ air']",udang
Tumis udang balado,"['/2 kg udang bersihkan', 'secukupnya garam', 'secukupnya minyak']",udang
Kaldu udang,"['bumbu:', ', geprek n cincang', '/4 sdt garam', 'sejumput penyedap rasa', 'sejumput lada bubuk']",udang
Capcay kuah udang sederhana,"['udang', 'bawang putih', 'bawang merah', 'cabe merah', 'kemiri', 'gula garam', 'penyedap rasa', 'daun bawang', 'kol', 'wortel', 'brokoli/kembang kol', 'kol']",udang
Udang panggang teflon,"['/2 sdm kecap', '/2 sdm saos tiram', 'secukupnya jeruk nipis', 'secukupnya garam', 'secukupnya mentega']",udang
Udang Pelangi,"['/2 kg udang uk sedang', 'jahe geprak', '/2 saset kecap manis', 'gula', 'garam', 'penyedap', 'sedikit tepung maizena']",udang
Balado udang,"['minyak unuk menumis', 'bahan halus', 'secukupnya garam dan gula']",udang
Terong Udang SamBalado,"['-15 buah cabai merah keriting', '-5 buah cabai rawit merah', 'secukupnya jeruk nipis', 'secukupnya garam', 'secukupnya gula', 'secukupnya air', 'minyak goreng']",udang
Udang salad,"['udang, kerat punggungnya, bersihkan, supaya cantik', 'lemon', 'mayonnaise, beli per kg bole, maestro', 'susu']",udang
Udang Tepung Siram Saus Pedas Manis,"[', di kupas kulitnya', '/2 sdt lada bubuk', ', di goreng dengan tepung']",udang
Tumis udang coconut,"[', kupas kulitnya', ', sangrai', 'secukupnya minyak', 'secukupnya penyedap rasa', 'bumbu halus :', 'secukupnya garam']",udang
Peyek udang renyah,"['/kanji', ', bisa di skip', 'secukupnya daun jeruk, rajang halus', 'secukupnya minyak goreng', 'bumbu halus:', ', kalo yg kecil 3', ', kalo yg kecil 2', '/2 sdt ketumbar']",udang
Dadar jagung udang,"[',buang kulitnya', 'daun bawang', '/2 sdt garam', 'secukupnya masako', 'minyak goreng']",udang
Udang tofu siram saus jamur,"['/4 kg udang kupas', ', belah 4 bagian', ', iris memanjang', ', iris', ', iris miring', 'tepung terigu', 'tepung maizena', 'lada halus', 'garam']",udang
Kwetiaw Udang,"['secukupnya kwetiaw', 'secukupnya udang', 'secukupnya brokoli', 'secukupnya daun bawang', 'secukupnya bawang bombay', 'kecap', 'garam', 'merica', '/4 gelas air matang']",udang
Tumis udang saos tiram,"['/4 kg udang, buang kulitnya', 'bumbu halus :', ', iris-iris', ', iris-iris', '/2 sdt lada bubuk', 'secukupnya kaldu bubuk', 'secukupnya air', 'secukupnya minyak/margarin']",udang
Udang goreng mentega,"[', bersihkan kulitnya', 'secukupnya lada bubuk', 'secukupnya garam', 'secukupnya penyedap rasa']",udang
Udang Tumis Cabe,"['/2 sdt lada bubuk', '/2 sdt gula pasir', 'secukupnya garam', 'secukupnya minyak', 'bumbu iris :']",udang
Udang goreng mendoan,"['/4 udang, buang kulitnya', ', iris-iris', ', iris-iris', 'bumbu halus:', '/2 sdt kunyit bubuk', 'secukupnya garam', 'secukupnya penyedap rasa', 'secukupnya air', 'secukupnya minyak goreng']",udang
Udang bumbu balado,"['/4 kg udang, buang kulitnya', ', iris-iris', 'secukupnya minyak', 'secukupnya air', 'bumbu halus', 'secukupnya gula', 'secukupnya garam']",udang
Udang panggang bumbu kecap,"['secukupnya kecap manis', 'secukupnya margarin', '/4 kg udang, kupas kulitnya', 'bumbu halus :']",udang
Gulai udang mix tahu,"['/4 kg udang, kupas kulitnya', ', potong-potong', 'secukupnya air', 'secukupnya minyak goreng', '/2 sdm gula pasir', '/2 sdt lengkuas bubuk', '/2 sdt serai bubuk', '/2 sdt daun salam bubuk', ', iris-iris', '/2 sdt kunyit bubuk', '/2 sdt jahe bubuk', '/2 sdt ketumbar bubuk', 'secukupnya garam', 'secukupnya minyak', 'bumbu halus :']",udang
Botok Udang Jamur,"['isi botok:', '/2 buah kelapa parut', 'bumbu halus:', 'secukupnya ketumbar', 'secukupnya garam, gula', 'secukupnya penyedap']",udang
Tumis kacang panjang tahu dan udang,"['🥗 bahan utama:', 'kacang panjang', 'udang', 'tahu', 'secukupnya saus tiram', 'secukupnya kecap manis', 'secukupnya gula pasir', 'secukupnya garam', 'minyak goreng untuk menumis', 'bawang goreng untuk taburan', 'secukupnya air', '🥗 bumbu tumis:', 'bawang merah', 'bawang putih', 'cabe rawit', 'cabe merah keriting', 'daun salam', 'tomat besar']",udang
Kangkung Udang Terasi Pedas,"['secukupnya udang', '/2 buah bawang bombay', 'secukupnya kecap manis', 'secukupnya garam, kaldu bubuk', 'bumbu halus:', '/2 bks terasi', 'secukupnya gula merah, sisir']",udang
Cemplung Udang,"['/2 sdm penyedap rasa', 'secukupnya minyak', 'secukupnya air', 'bumbu halus :', '/2 sdt lada bubuk', '/2 bgks ketumbar bubuk']",udang
Udang tahu lada hitam,"['lada bubuk', 'sedikit air matang', 'minyak goreng sedikit untuk menumis']",udang
Ikan teri udang,"['secukupnya penyedap', '/2 sdt garam', 'sesuai selera kecap']",udang
Cah udang cumi,['secukupnya gula dan garam'],udang
Udang pete sambel,['secukupnya garam'],udang
Tumis Sayur & Udang,"['brokoli', 'secukupnya garam']",udang
Udang Balado Pete (Pedas Mantap),"['/2 udang', 'bumbu :', '/4 cabai merah', 'sedikit kunyit', 'sedikit jahe', 'sedikit lengkuas', 'selembar daun jeruk', 'penyedap rasa']",udang
Balado kentang dan udang,"['/2 kg kentang', '/4 kg udang ukurang sedang', '/2 sdt garam', '/2 keping gula merah', '/2 bks royco ayam', 'minyak untuk menggoreng', 'secukupnya air']",udang
Sempol Udang Bakar Madu,"[', gurat sisi2nya, rebus sebentar', '🍡 bahan marinasi:', '/2 sdt cabe bubuk', 'secukupnya garam']",udang
Udang lada hitam,"['secukupnya garam', 'secukupnya bumbu penyedap', 'sedikit air putih matang', 'bumbu halus:']",udang
Tumis Pedas Udang🍤Tahu,"['bumbu iris :', '.kecil', '/2 sdm kecap manis', 'secukupnya air']",udang
Bakwan Udang,"['-potong memanjang', 'secukupnya taoge', '-potong halus', '-potong halus', 'secukupnya lada bubuk', 'secukupnya penyedap rasa', 'secukupnya garam']",udang
Tumis Udang sehat,"['saos tiram', 'secukupnya garam']",udang
Sambel goreng tahu tempe udang,"['tahu sesuai selera digoreng dulu', 'kacang panjang', 'secukupnya air', 'bumbu halus :', 'sesuai selera cabai rawit']",udang
Tumis Timun Udang,"['/4 bawang bombay', 'minyak goreng untuk menumis', 'bumbu udang', '/8 garam', 'bubuk lada', 'sedikit tepung aci', 'bumbu', '/2 sdt garam', 'sedikit minyak wijen', 'sedikit aci']",udang
Udang Panggang Blackpepper (easy),"['sedikit minyak untuk memanggang', 'bahan marinasi:', '/butter', '/jeruk nipis', 'secukupnya saus blackpepper (saori/lee kum kee', 'sudah asin)', 'secukupnya garam']",udang
Pare tumis udang enak,"[',iris tipis', ',buang kulit sisakan kepala dan ekor', ',iris', ',iris', ', buang bijinya bila tidak ingin terlalu pedas', 'secukupnya garam', 'secukupnya kecap manis', 'secukupnya kecap asin', 'sedikit lada', 'bila suka penyedap rasa']",udang
002 Rempeyek udang sederhana,"['/4 kg udang', '/4 kg tepung beras', 'bumbu halus', 'penyedap rasa', 'garam', 'air', 'minyak goreng']",udang
